FIPS,HRR,County_Name,HRRName,pop10,area_join_pcent,c_lon,c_lat,State
1001,1,Autauga AL,AL- BIRMINGHAM,2902,0.053,-86.73243267,33.51077557,Alabama
1001,7,Autauga AL,AL- MONTGOMERY,51669,0.947,-86.28517192,32.08725458,Alabama
1003,6,Baldwin AL,AL- MOBILE,175054,0.96,-87.99058661,31.17301622,Alabama
1003,134,Baldwin AL,FL- PENSACOLA,7211,0.04,-86.77244331,30.87245729,Alabama
1005,2,Barbour AL,AL- DOTHAN,27457,1,-85.43756506,31.29203766,Alabama
1007,1,Bibb AL,AL- BIRMINGHAM,11111,0.485,-86.73243267,33.51077557,Alabama
1007,9,Bibb AL,AL- TUSCALOOSA,11804,0.515,-87.75572366,33.22131633,Alabama
1009,1,Blount AL,AL- BIRMINGHAM,57322,1,-86.73243267,33.51077557,Alabama
1011,7,Bullock AL,AL- MONTGOMERY,10914,1,-86.28517192,32.08725458,Alabama
1013,7,Butler AL,AL- MONTGOMERY,20947,1,-86.28517192,32.08725458,Alabama
1015,1,Calhoun AL,AL- BIRMINGHAM,118572,1,-86.73243267,33.51077557,Alabama
1017,1,Chambers AL,AL- BIRMINGHAM,31678,0.926,-86.73243267,33.51077557,Alabama
1017,144,Chambers AL,GA- ATLANTA,2537,0.074,-84.09566378,34.01844094,Alabama
1019,1,Cherokee AL,AL- BIRMINGHAM,169,0.007,-86.73243267,33.51077557,Alabama
1019,148,Cherokee AL,GA- ROME,25820,0.993,-85.26449997,34.22647635,Alabama
1021,1,Chilton AL,AL- BIRMINGHAM,38545,0.883,-86.73243267,33.51077557,Alabama
1021,7,Chilton AL,AL- MONTGOMERY,5098,0.117,-86.28517192,32.08725458,Alabama
1023,260,Choctaw AL,MS- MERIDIAN,13859,1,-88.63033947,32.47382459,Alabama
1025,6,Clarke AL,AL- MOBILE,25833,1,-87.99058661,31.17301622,Alabama
1027,1,Clay AL,AL- BIRMINGHAM,13932,1,-86.73243267,33.51077557,Alabama
1029,1,Cleburne AL,AL- BIRMINGHAM,9954,0.665,-86.73243267,33.51077557,Alabama
1029,144,Cleburne AL,GA- ATLANTA,4667,0.312,-84.09566378,34.01844094,Alabama
1029,148,Cleburne AL,GA- ROME,351,0.023,-85.26449997,34.22647635,Alabama
1031,2,Coffee AL,AL- DOTHAN,49948,1,-85.43756506,31.29203766,Alabama
1033,1,Colbert AL,AL- BIRMINGHAM,54428,1,-86.73243267,33.51077557,Alabama
1035,6,Conecuh AL,AL- MOBILE,1848,0.14,-87.99058661,31.17301622,Alabama
1035,7,Conecuh AL,AL- MONTGOMERY,8127,0.614,-86.28517192,32.08725458,Alabama
1035,134,Conecuh AL,FL- PENSACOLA,3253,0.246,-86.77244331,30.87245729,Alabama
1037,1,Coosa AL,AL- BIRMINGHAM,10030,0.869,-86.73243267,33.51077557,Alabama
1037,7,Coosa AL,AL- MONTGOMERY,1509,0.131,-86.28517192,32.08725458,Alabama
1039,2,Covington AL,AL- DOTHAN,9607,0.254,-85.43756506,31.29203766,Alabama
1039,134,Covington AL,FL- PENSACOLA,28158,0.746,-86.77244331,30.87245729,Alabama
1041,7,Crenshaw AL,AL- MONTGOMERY,13286,0.955,-86.28517192,32.08725458,Alabama
1041,134,Crenshaw AL,FL- PENSACOLA,620,0.045,-86.77244331,30.87245729,Alabama
1043,1,Cullman AL,AL- BIRMINGHAM,77622,0.965,-86.73243267,33.51077557,Alabama
1043,5,Cullman AL,AL- HUNTSVILLE,2784,0.035,-86.57212113,34.77948692,Alabama
1045,2,Dale AL,AL- DOTHAN,50251,1,-85.43756506,31.29203766,Alabama
1047,1,Dallas AL,AL- BIRMINGHAM,43820,1,-86.73243267,33.51077557,Alabama
1049,1,DeKalb AL,AL- BIRMINGHAM,65172,0.917,-86.73243267,33.51077557,Alabama
1049,373,DeKalb AL,TN- CHATTANOOGA,5937,0.083,-85.25267353,35.13895895,Alabama
1051,1,Elmore AL,AL- BIRMINGHAM,265,0.003,-86.73243267,33.51077557,Alabama
1051,7,Elmore AL,AL- MONTGOMERY,79038,0.997,-86.28517192,32.08725458,Alabama
1053,134,Escambia AL,FL- PENSACOLA,38319,1,-86.77244331,30.87245729,Alabama
1055,1,Etowah AL,AL- BIRMINGHAM,104430,1,-86.73243267,33.51077557,Alabama
1057,1,Fayette AL,AL- BIRMINGHAM,2239,0.13,-86.73243267,33.51077557,Alabama
1057,9,Fayette AL,AL- TUSCALOOSA,15002,0.87,-87.75572366,33.22131633,Alabama
1059,1,Franklin AL,AL- BIRMINGHAM,31028,0.979,-86.73243267,33.51077557,Alabama
1059,262,Franklin AL,MS- TUPELO,676,0.021,-88.66491679,34.02961783,Alabama
1061,2,Geneva AL,AL- DOTHAN,26790,1,-85.43756506,31.29203766,Alabama
1063,1,Greene AL,AL- BIRMINGHAM,1955,0.216,-86.73243267,33.51077557,Alabama
1063,9,Greene AL,AL- TUSCALOOSA,7090,0.784,-87.75572366,33.22131633,Alabama
1065,1,Hale AL,AL- BIRMINGHAM,629,0.04,-86.73243267,33.51077557,Alabama
1065,9,Hale AL,AL- TUSCALOOSA,15131,0.96,-87.75572366,33.22131633,Alabama
1067,2,Henry AL,AL- DOTHAN,17302,1,-85.43756506,31.29203766,Alabama
1069,2,Houston AL,AL- DOTHAN,101547,1,-85.43756506,31.29203766,Alabama
1071,5,Jackson AL,AL- HUNTSVILLE,37713,0.709,-86.57212113,34.77948692,Alabama
1071,373,Jackson AL,TN- CHATTANOOGA,15514,0.291,-85.25267353,35.13895895,Alabama
1073,1,Jefferson AL,AL- BIRMINGHAM,658466,1,-86.73243267,33.51077557,Alabama
1075,1,Lamar AL,AL- BIRMINGHAM,808,0.055,-86.73243267,33.51077557,Alabama
1075,9,Lamar AL,AL- TUSCALOOSA,11605,0.797,-87.75572366,33.22131633,Alabama
1075,262,Lamar AL,MS- TUPELO,2151,0.148,-88.66491679,34.02961783,Alabama
1077,1,Lauderdale AL,AL- BIRMINGHAM,92709,1,-86.73243267,33.51077557,Alabama
1079,1,Lawrence AL,AL- BIRMINGHAM,30311,0.883,-86.73243267,33.51077557,Alabama
1079,5,Lawrence AL,AL- HUNTSVILLE,4028,0.117,-86.57212113,34.77948692,Alabama
1081,1,Lee AL,AL- BIRMINGHAM,108577,0.774,-86.73243267,33.51077557,Alabama
1081,146,Lee AL,GA- COLUMBUS,31670,0.226,-84.81010403,32.31900495,Alabama
1083,5,Limestone AL,AL- HUNTSVILLE,82782,1,-86.57212113,34.77948692,Alabama
1085,1,Lowndes AL,AL- BIRMINGHAM,972,0.086,-86.73243267,33.51077557,Alabama
1085,7,Lowndes AL,AL- MONTGOMERY,10327,0.914,-86.28517192,32.08725458,Alabama
1087,1,Macon AL,AL- BIRMINGHAM,17674,0.824,-86.73243267,33.51077557,Alabama
1087,7,Macon AL,AL- MONTGOMERY,3778,0.176,-86.28517192,32.08725458,Alabama
1089,5,Madison AL,AL- HUNTSVILLE,334811,1,-86.57212113,34.77948692,Alabama
1091,1,Marengo AL,AL- BIRMINGHAM,16529,0.786,-86.73243267,33.51077557,Alabama
1091,6,Marengo AL,AL- MOBILE,4498,0.214,-87.99058661,31.17301622,Alabama
1093,1,Marion AL,AL- BIRMINGHAM,18943,0.616,-86.73243267,33.51077557,Alabama
1093,262,Marion AL,MS- TUPELO,11833,0.384,-88.66491679,34.02961783,Alabama
1095,1,Marshall AL,AL- BIRMINGHAM,47686,0.513,-86.73243267,33.51077557,Alabama
1095,5,Marshall AL,AL- HUNTSVILLE,45333,0.487,-86.57212113,34.77948692,Alabama
1097,6,Mobile AL,AL- MOBILE,412992,1,-87.99058661,31.17301622,Alabama
1099,1,Monroe AL,AL- BIRMINGHAM,18,0.001,-86.73243267,33.51077557,Alabama
1099,6,Monroe AL,AL- MOBILE,23050,0.999,-87.99058661,31.17301622,Alabama
1101,7,Montgomery AL,AL- MONTGOMERY,229363,1,-86.28517192,32.08725458,Alabama
1103,1,Morgan AL,AL- BIRMINGHAM,39156,0.328,-86.73243267,33.51077557,Alabama
1103,5,Morgan AL,AL- HUNTSVILLE,80334,0.672,-86.57212113,34.77948692,Alabama
1105,1,Perry AL,AL- BIRMINGHAM,10456,0.987,-86.73243267,33.51077557,Alabama
1105,9,Perry AL,AL- TUSCALOOSA,135,0.013,-87.75572366,33.22131633,Alabama
1107,9,Pickens AL,AL- TUSCALOOSA,18700,0.947,-87.75572366,33.22131633,Alabama
1107,262,Pickens AL,MS- TUPELO,1046,0.053,-88.66491679,34.02961783,Alabama
1109,7,Pike AL,AL- MONTGOMERY,32899,1,-86.28517192,32.08725458,Alabama
1111,1,Randolph AL,AL- BIRMINGHAM,22596,0.986,-86.73243267,33.51077557,Alabama
1111,144,Randolph AL,GA- ATLANTA,317,0.014,-84.09566378,34.01844094,Alabama
1113,146,Russell AL,GA- COLUMBUS,52947,1,-84.81010403,32.31900495,Alabama
1115,1,St. Clair AL,AL- BIRMINGHAM,83593,1,-86.73243267,33.51077557,Alabama
1117,1,Shelby AL,AL- BIRMINGHAM,195085,1,-86.73243267,33.51077557,Alabama
1119,9,Sumter AL,AL- TUSCALOOSA,2087,0.152,-87.75572366,33.22131633,Alabama
1119,260,Sumter AL,MS- MERIDIAN,11676,0.848,-88.63033947,32.47382459,Alabama
1121,1,Talladega AL,AL- BIRMINGHAM,82291,1,-86.73243267,33.51077557,Alabama
1123,1,Tallapoosa AL,AL- BIRMINGHAM,35450,0.852,-86.73243267,33.51077557,Alabama
1123,7,Tallapoosa AL,AL- MONTGOMERY,6166,0.148,-86.28517192,32.08725458,Alabama
1125,1,Tuscaloosa AL,AL- BIRMINGHAM,10024,0.051,-86.73243267,33.51077557,Alabama
1125,9,Tuscaloosa AL,AL- TUSCALOOSA,184632,0.949,-87.75572366,33.22131633,Alabama
1127,1,Walker AL,AL- BIRMINGHAM,67023,1,-86.73243267,33.51077557,Alabama
1129,6,Washington AL,AL- MOBILE,17581,1,-87.99058661,31.17301622,Alabama
1131,1,Wilcox AL,AL- BIRMINGHAM,7881,0.675,-86.73243267,33.51077557,Alabama
1131,6,Wilcox AL,AL- MOBILE,3789,0.325,-87.99058661,31.17301622,Alabama
1133,1,Winston AL,AL- BIRMINGHAM,24484,1,-86.73243267,33.51077557,Alabama
2013,10,Aleutians East Borough AK,AK- ANCHORAGE,3141,1,-107.1552712,28.34568973,Alaska
2016,10,Aleutians West Census Area AK,AK- ANCHORAGE,5561,1,-107.1552712,28.34568973,Alaska
2020,10,Anchorage Borough AK,AK- ANCHORAGE,291826,1,-107.1552712,28.34568973,Alaska
2050,10,Bethel Census Area AK,AK- ANCHORAGE,17013,1,-107.1552712,28.34568973,Alaska
2060,10,Bristol Bay Borough AK,AK- ANCHORAGE,997,1,-107.1552712,28.34568973,Alaska
2068,10,Denali Borough AK,AK- ANCHORAGE,1826,1,-107.1552712,28.34568973,Alaska
2070,10,Dillingham Census Area AK,AK- ANCHORAGE,4847,1,-107.1552712,28.34568973,Alaska
2090,10,Fairbanks North Star Borough AK,AK- ANCHORAGE,97581,1,-107.1552712,28.34568973,Alaska
2100,10,Haines Borough AK,AK- ANCHORAGE,2508,1,-107.1552712,28.34568973,Alaska
2105,10,Hoonah-Angoon Census Area,AK- ANCHORAGE,2150,1,-107.1552712,28.34568973,Alaska
2110,10,Juneau Borough AK,AK- ANCHORAGE,31275,1,-107.1552712,28.34568973,Alaska
2122,10,Kenai Peninsula Borough AK,AK- ANCHORAGE,55400,1,-107.1552712,28.34568973,Alaska
2130,10,Ketchikan Gateway Borough AK,AK- ANCHORAGE,13477,1,-107.1552712,28.34568973,Alaska
2150,10,Kodiak Island Borough AK,AK- ANCHORAGE,13592,1,-107.1552712,28.34568973,Alaska
2164,10,Lake and Peninsula Borough AK,AK- ANCHORAGE,1631,1,-107.1552712,28.34568973,Alaska
2170,10,Matanuska-Susitna Borough AK,AK- ANCHORAGE,88995,1,-107.1552712,28.34568973,Alaska
2180,10,Nome Census Area AK,AK- ANCHORAGE,9492,1,-107.1552712,28.34568973,Alaska
2185,10,North Slope Borough AK,AK- ANCHORAGE,9430,1,-107.1552712,28.34568973,Alaska
2188,10,Northwest Arctic Borough AK,AK- ANCHORAGE,7523,1,-107.1552712,28.34568973,Alaska
2195,10,Petersburg Census Area,AK- ANCHORAGE,3815,1,-107.1552712,28.34568973,Alaska
2198,10,Prince of Wales-Hyder Census Area,AK- ANCHORAGE,5559,1,-107.1552712,28.34568973,Alaska
2220,10,Sitka Borough AK,AK- ANCHORAGE,8881,1,-107.1552712,28.34568973,Alaska
2230,10,Skagway Municipality,AK- ANCHORAGE,968,1,-107.1552712,28.34568973,Alaska
2240,10,Southeast Fairbanks Census Area AK,AK- ANCHORAGE,7029,1,-107.1552712,28.34568973,Alaska
2261,10,Valdez-Cordova Census Area AK,AK- ANCHORAGE,9636,1,-107.1552712,28.34568973,Alaska
2275,10,Wrangell City and Borough,AK- ANCHORAGE,2369,1,-107.1552712,28.34568973,Alaska
2282,10,Yakutat Borough,AK- ANCHORAGE,662,1,-107.1552712,28.34568973,Alaska
2290,10,Yukon-Koyukuk Census Area AK,AK- ANCHORAGE,5588,1,-107.1552712,28.34568973,Alaska
4001,12,Apache AZ,AZ- PHOENIX,19268,0.269,-112.0745845,34.59910761,Arizona
4001,293,Apache AZ,NM- ALBUQUERQUE,52250,0.731,-106.7840172,35.1038305,Arizona
4003,15,Cochise AZ,AZ- TUCSON,131346,1,-110.4929717,32.23315834,Arizona
4005,12,Coconino AZ,AZ- PHOENIX,133009,0.989,-112.0745845,34.59910761,Arizona
4005,423,Coconino AZ,UT- SALT LAKE CITY,1412,0.011,-112.1654912,39.94312541,Arizona
4007,12,Gila AZ,AZ- PHOENIX,52257,0.975,-112.0745845,34.59910761,Arizona
4007,15,Gila AZ,AZ- TUCSON,1340,0.025,-110.4929717,32.23315834,Arizona
4009,12,Graham AZ,AZ- PHOENIX,4780,0.128,-112.0745845,34.59910761,Arizona
4009,15,Graham AZ,AZ- TUCSON,32440,0.872,-110.4929717,32.23315834,Arizona
4011,15,Greenlee AZ,AZ- TUCSON,8437,1,-110.4929717,32.23315834,Arizona
4012,12,La Paz AZ,AZ- PHOENIX,20489,1,-112.0745845,34.59910761,Arizona
4013,11,Maricopa AZ,AZ- MESA,1199745,0.314,-111.3587914,33.07440749,Arizona
4013,12,Maricopa AZ,AZ- PHOENIX,2324096,0.609,-112.0745845,34.59910761,Arizona
4013,14,Maricopa AZ,AZ- SUN CITY,293125,0.077,-112.8011545,34.01031686,Arizona
4013,15,Maricopa AZ,AZ- TUCSON,151,0,-110.4929717,32.23315834,Arizona
4015,12,Mohave AZ,AZ- PHOENIX,125617,0.628,-112.0745845,34.59910761,Arizona
4015,279,Mohave AZ,NV- LAS VEGAS,63719,0.318,-115.7173541,36.28063197,Arizona
4015,423,Mohave AZ,UT- SALT LAKE CITY,10850,0.054,-112.1654912,39.94312541,Arizona
4017,12,Navajo AZ,AZ- PHOENIX,100198,0.933,-112.0745845,34.59910761,Arizona
4017,293,Navajo AZ,NM- ALBUQUERQUE,7251,0.067,-106.7840172,35.1038305,Arizona
4019,12,Pima AZ,AZ- PHOENIX,3465,0.004,-112.0745845,34.59910761,Arizona
4019,15,Pima AZ,AZ- TUCSON,976798,0.996,-110.4929717,32.23315834,Arizona
4021,11,Pinal AZ,AZ- MESA,184362,0.491,-111.3587914,33.07440749,Arizona
4021,12,Pinal AZ,AZ- PHOENIX,168333,0.448,-112.0745845,34.59910761,Arizona
4021,15,Pinal AZ,AZ- TUCSON,23075,0.061,-110.4929717,32.23315834,Arizona
4023,15,Santa Cruz AZ,AZ- TUCSON,47420,1,-110.4929717,32.23315834,Arizona
4025,12,Yavapai AZ,AZ- PHOENIX,205734,0.975,-112.0745845,34.59910761,Arizona
4025,14,Yavapai AZ,AZ- SUN CITY,5299,0.025,-112.8011545,34.01031686,Arizona
4027,12,Yuma AZ,AZ- PHOENIX,195751,1,-112.0745845,34.59910761,Arizona
5001,19,Arkansas AR,AR- LITTLE ROCK,19019,1,-92.30376688,34.57271004,Arkansas
5003,19,Ashley AR,AR- LITTLE ROCK,21853,1,-92.30376688,34.57271004,Arkansas
5005,19,Baxter AR,AR- LITTLE ROCK,739,0.018,-92.30376688,34.57271004,Arkansas
5005,270,Baxter AR,MO- SPRINGFIELD,40774,0.982,-92.72979492,37.05988444,Arkansas
5007,21,Benton AR,AR- SPRINGDALE,221295,1,-93.72664723,36.12201539,Arkansas
5007,267,Benton AR,MO- JOPLIN,2,0,-94.62366895,37.28088529,Arkansas
5007,270,Benton AR,MO- SPRINGFIELD,42,0,-92.72979492,37.05988444,Arkansas
5009,21,Boone AR,AR- SPRINGDALE,36903,1,-93.72664723,36.12201539,Arkansas
5011,19,Bradley AR,AR- LITTLE ROCK,11508,1,-92.30376688,34.57271004,Arkansas
5013,19,Calhoun AR,AR- LITTLE ROCK,5368,1,-92.30376688,34.57271004,Arkansas
5015,21,Carroll AR,AR- SPRINGDALE,18718,0.682,-93.72664723,36.12201539,Arkansas
5015,270,Carroll AR,MO- SPRINGFIELD,8728,0.318,-92.72979492,37.05988444,Arkansas
5017,19,Chicot AR,AR- LITTLE ROCK,11800,1,-92.30376688,34.57271004,Arkansas
5019,19,Clark AR,AR- LITTLE ROCK,22995,1,-92.30376688,34.57271004,Arkansas
5021,18,Clay AR,AR- JONESBORO,10972,0.682,-90.6398086,36.02571088,Arkansas
5021,273,Clay AR,MO- ST LOUIS,5111,0.318,-90.44839355,38.04140946,Arkansas
5023,19,Cleburne AR,AR- LITTLE ROCK,25970,1,-92.30376688,34.57271004,Arkansas
5025,19,Cleveland AR,AR- LITTLE ROCK,8689,1,-92.30376688,34.57271004,Arkansas
5027,19,Columbia AR,AR- LITTLE ROCK,22956,0.935,-92.30376688,34.57271004,Arkansas
5027,219,Columbia AR,LA- SHREVEPORT,1596,0.065,-93.36298605,32.27929956,Arkansas
5029,19,Conway AR,AR- LITTLE ROCK,21273,1,-92.30376688,34.57271004,Arkansas
5031,18,Craighead AR,AR- JONESBORO,96443,1,-90.6398086,36.02571088,Arkansas
5033,16,Crawford AR,AR- FORT SMITH,61948,1,-94.47497788,35.07187463,Arkansas
5035,379,Crittenden AR,TN- MEMPHIS,50902,1,-89.92489405,34.97027685,Arkansas
5037,18,Cross AR,AR- JONESBORO,498,0.028,-90.6398086,36.02571088,Arkansas
5037,19,Cross AR,AR- LITTLE ROCK,167,0.009,-92.30376688,34.57271004,Arkansas
5037,379,Cross AR,TN- MEMPHIS,17205,0.963,-89.92489405,34.97027685,Arkansas
5039,19,Dallas AR,AR- LITTLE ROCK,8116,1,-92.30376688,34.57271004,Arkansas
5041,19,Desha AR,AR- LITTLE ROCK,12934,0.994,-92.30376688,34.57271004,Arkansas
5041,379,Desha AR,TN- MEMPHIS,74,0.006,-89.92489405,34.97027685,Arkansas
5043,19,Drew AR,AR- LITTLE ROCK,18509,1,-92.30376688,34.57271004,Arkansas
5045,19,Faulkner AR,AR- LITTLE ROCK,113237,1,-92.30376688,34.57271004,Arkansas
5047,16,Franklin AR,AR- FORT SMITH,18125,1,-94.47497788,35.07187463,Arkansas
5049,19,Fulton AR,AR- LITTLE ROCK,4696,0.384,-92.30376688,34.57271004,Arkansas
5049,270,Fulton AR,MO- SPRINGFIELD,7549,0.616,-92.72979492,37.05988444,Arkansas
5051,19,Garland AR,AR- LITTLE ROCK,96024,1,-92.30376688,34.57271004,Arkansas
5053,19,Grant AR,AR- LITTLE ROCK,17853,1,-92.30376688,34.57271004,Arkansas
5055,18,Greene AR,AR- JONESBORO,42090,1,-90.6398086,36.02571088,Arkansas
5057,22,Hempstead AR,AR- TEXARKANA,22609,1,-94.13543208,33.71515876,Arkansas
5059,19,Hot Spring AR,AR- LITTLE ROCK,32923,1,-92.30376688,34.57271004,Arkansas
5061,22,Howard AR,AR- TEXARKANA,13789,1,-94.13543208,33.71515876,Arkansas
5063,19,Independence AR,AR- LITTLE ROCK,36647,1,-92.30376688,34.57271004,Arkansas
5065,19,Izard AR,AR- LITTLE ROCK,13696,1,-92.30376688,34.57271004,Arkansas
5067,19,Jackson AR,AR- LITTLE ROCK,17997,1,-92.30376688,34.57271004,Arkansas
5069,19,Jefferson AR,AR- LITTLE ROCK,77435,1,-92.30376688,34.57271004,Arkansas
5071,19,Johnson AR,AR- LITTLE ROCK,25540,1,-92.30376688,34.57271004,Arkansas
5073,19,Lafayette AR,AR- LITTLE ROCK,3159,0.413,-92.30376688,34.57271004,Arkansas
5073,22,Lafayette AR,AR- TEXARKANA,4486,0.587,-94.13543208,33.71515876,Arkansas
5075,18,Lawrence AR,AR- JONESBORO,16457,0.945,-90.6398086,36.02571088,Arkansas
5075,19,Lawrence AR,AR- LITTLE ROCK,958,0.055,-92.30376688,34.57271004,Arkansas
5077,379,Lee AR,TN- MEMPHIS,10424,1,-89.92489405,34.97027685,Arkansas
5079,19,Lincoln AR,AR- LITTLE ROCK,14134,1,-92.30376688,34.57271004,Arkansas
5081,22,Little River AR,AR- TEXARKANA,13171,1,-94.13543208,33.71515876,Arkansas
5083,16,Logan AR,AR- FORT SMITH,21609,0.967,-94.47497788,35.07187463,Arkansas
5083,19,Logan AR,AR- LITTLE ROCK,744,0.033,-92.30376688,34.57271004,Arkansas
5085,19,Lonoke AR,AR- LITTLE ROCK,68356,1,-92.30376688,34.57271004,Arkansas
5087,21,Madison AR,AR- SPRINGDALE,15717,1,-93.72664723,36.12201539,Arkansas
5089,21,Marion AR,AR- SPRINGDALE,1305,0.078,-93.72664723,36.12201539,Arkansas
5089,270,Marion AR,MO- SPRINGFIELD,15348,0.922,-92.72979492,37.05988444,Arkansas
5091,22,Miller AR,AR- TEXARKANA,43462,1,-94.13543208,33.71515876,Arkansas
5093,18,Mississippi AR,AR- JONESBORO,7663,0.165,-90.6398086,36.02571088,Arkansas
5093,379,Mississippi AR,TN- MEMPHIS,38817,0.835,-89.92489405,34.97027685,Arkansas
5095,19,Monroe AR,AR- LITTLE ROCK,8149,1,-92.30376688,34.57271004,Arkansas
5097,19,Montgomery AR,AR- LITTLE ROCK,9487,1,-92.30376688,34.57271004,Arkansas
5099,22,Nevada AR,AR- TEXARKANA,8997,1,-94.13543208,33.71515876,Arkansas
5101,21,Newton AR,AR- SPRINGDALE,8330,1,-93.72664723,36.12201539,Arkansas
5103,19,Ouachita AR,AR- LITTLE ROCK,26120,1,-92.30376688,34.57271004,Arkansas
5105,19,Perry AR,AR- LITTLE ROCK,10445,1,-92.30376688,34.57271004,Arkansas
5107,379,Phillips AR,TN- MEMPHIS,21757,1,-89.92489405,34.97027685,Arkansas
5109,19,Pike AR,AR- LITTLE ROCK,10884,0.964,-92.30376688,34.57271004,Arkansas
5109,22,Pike AR,AR- TEXARKANA,407,0.036,-94.13543208,33.71515876,Arkansas
5111,18,Poinsett AR,AR- JONESBORO,23585,0.959,-90.6398086,36.02571088,Arkansas
5111,379,Poinsett AR,TN- MEMPHIS,998,0.041,-89.92489405,34.97027685,Arkansas
5113,16,Polk AR,AR- FORT SMITH,18192,0.88,-94.47497788,35.07187463,Arkansas
5113,22,Polk AR,AR- TEXARKANA,2470,0.12,-94.13543208,33.71515876,Arkansas
5115,19,Pope AR,AR- LITTLE ROCK,61754,1,-92.30376688,34.57271004,Arkansas
5117,19,Prairie AR,AR- LITTLE ROCK,8715,1,-92.30376688,34.57271004,Arkansas
5119,19,Pulaski AR,AR- LITTLE ROCK,382748,1,-92.30376688,34.57271004,Arkansas
5121,18,Randolph AR,AR- JONESBORO,17969,1,-90.6398086,36.02571088,Arkansas
5123,379,St. Francis AR,TN- MEMPHIS,28258,1,-89.92489405,34.97027685,Arkansas
5125,19,Saline AR,AR- LITTLE ROCK,107118,1,-92.30376688,34.57271004,Arkansas
5127,16,Scott AR,AR- FORT SMITH,11233,1,-94.47497788,35.07187463,Arkansas
5129,19,Searcy AR,AR- LITTLE ROCK,1854,0.226,-92.30376688,34.57271004,Arkansas
5129,21,Searcy AR,AR- SPRINGDALE,5320,0.649,-93.72664723,36.12201539,Arkansas
5129,270,Searcy AR,MO- SPRINGFIELD,1021,0.125,-92.72979492,37.05988444,Arkansas
5131,16,Sebastian AR,AR- FORT SMITH,125744,1,-94.47497788,35.07187463,Arkansas
5133,22,Sevier AR,AR- TEXARKANA,17058,1,-94.13543208,33.71515876,Arkansas
5135,18,Sharp AR,AR- JONESBORO,354,0.021,-90.6398086,36.02571088,Arkansas
5135,19,Sharp AR,AR- LITTLE ROCK,16908,0.979,-92.30376688,34.57271004,Arkansas
5135,270,Sharp AR,MO- SPRINGFIELD,2,0,-92.72979492,37.05988444,Arkansas
5137,19,Stone AR,AR- LITTLE ROCK,12394,1,-92.30376688,34.57271004,Arkansas
5139,19,Union AR,AR- LITTLE ROCK,41639,1,-92.30376688,34.57271004,Arkansas
5141,19,Van Buren AR,AR- LITTLE ROCK,17295,1,-92.30376688,34.57271004,Arkansas
5143,21,Washington AR,AR- SPRINGDALE,203065,1,-93.72664723,36.12201539,Arkansas
5145,19,White AR,AR- LITTLE ROCK,77076,1,-92.30376688,34.57271004,Arkansas
5147,19,Woodruff AR,AR- LITTLE ROCK,7260,1,-92.30376688,34.57271004,Arkansas
5149,19,Yell AR,AR- LITTLE ROCK,22185,1,-92.30376688,34.57271004,Arkansas
6001,33,Alameda CA,CA- CONTRA COSTA CO.,141,0,-121.9326049,38.05228857,California
6001,65,Alameda CA,CA- ALAMEDA CO.,1510130,1,-121.8669169,37.63628822,California
6003,77,Alpine CA,CA- SACRAMENTO,96,0.082,-121.2722397,38.82417438,California
6003,91,Alpine CA,CA- STOCKTON,121,0.103,-120.9657115,38.02176771,California
6003,280,Alpine CA,NV- RENO,958,0.815,-118.1114635,39.5866208,California
6005,77,Amador CA,CA- SACRAMENTO,38091,1,-121.2722397,38.82417438,California
6007,31,Butte CA,CA- CHICO,205510,0.934,-121.8283012,39.83323691,California
6007,77,Butte CA,CA- SACRAMENTO,14490,0.066,-121.2722397,38.82417438,California
6009,58,Calaveras CA,CA- MODESTO,4012,0.088,-120.5373982,37.56800158,California
6009,77,Calaveras CA,CA- SACRAMENTO,1825,0.04,-121.2722397,38.82417438,California
6009,91,Calaveras CA,CA- STOCKTON,39741,0.872,-120.9657115,38.02176771,California
6011,31,Colusa CA,CA- CHICO,949,0.044,-121.8283012,39.83323691,California
6011,77,Colusa CA,CA- SACRAMENTO,20470,0.956,-121.2722397,38.82417438,California
6013,33,Contra Costa CA,CA- CONTRA COSTA CO.,802610,0.765,-121.9326049,38.05228857,California
6013,65,Contra Costa CA,CA- ALAMEDA CO.,27616,0.026,-121.8669169,37.63628822,California
6013,81,Contra Costa CA,CA- SAN FRANCISCO,218799,0.209,-122.5490907,38.01598413,California
6015,343,Del Norte CA,OR- MEDFORD,28610,1,-121.9474597,42.27842467,California
6017,77,El Dorado CA,CA- SACRAMENTO,180275,0.996,-121.2722397,38.82417438,California
6017,280,El Dorado CA,NV- RENO,783,0.004,-118.1114635,39.5866208,California
6019,43,Fresno CA,CA- FRESNO,929980,0.999,-119.8171313,36.6567235,California
6019,58,Fresno CA,CA- MODESTO,470,0.001,-120.5373982,37.56800158,California
6021,31,Glenn CA,CA- CHICO,28083,0.999,-121.8283012,39.83323691,California
6021,77,Glenn CA,CA- SACRAMENTO,39,0.001,-121.2722397,38.82417438,California
6023,62,Humboldt CA,CA- NAPA,8435,0.063,-123.1954359,39.39359404,California
6023,73,Humboldt CA,CA- REDDING,126188,0.937,-122.5252775,40.82594017,California
6025,12,Imperial CA,AZ- PHOENIX,3485,0.02,-112.0745845,34.59910761,California
6025,80,Imperial CA,CA- SAN DIEGO,171043,0.98,-116.0144567,33.3199396,California
